﻿initials,website,full_name,l_name_exists,title,school,department
EG,faculty/eg7g,Esperanza Gorriz Jarque,1,Lecturer,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
EG,faculty/ewg2n,Erik William Gunderson,1,Associate Professor,School of Medicine,Department of Psychiatry and NB Sciences
EG,faculty/eg5n,Elizabeth H. Gorman,1,Associate Professor,College of Arts and Sciences,Department of Sociology
EG,faculty/mg2u,Edmondo M. Gerli,1,Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
EG,faculty/eg4va,Evangelia Gazaki,1,Assistant Professor,College of Arts and Sciences,Department of Mathematics
EG,faculty/emg5x,Elizabeth M. Gaughan,1,Associate Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
EH,faculty/eh3nf,"Ebony Jade Hilton, MD",1,Associate Professor,School of Medicine,Department of Anesthesiology
EH,faculty/erh6k,Eric R. Houpt,1,Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
EH,faculty/elt9a,Eliza T Holland,1,Assistant Professor,School of Medicine,Department of Pediatrics
EH,faculty/eh9b,Elizabeth Hirschman,1,Professor,UVA College at Wise,UVA College at Wise
EH,faculty/edh7mf,Edward D. Hess,1,Professor,Darden School of Business,Darden Graduate School of Business
EH,faculty/eh4dd,Elena Herndon,1,Assistant Professor,School of Medicine,Department of Psychiatry and NB Sciences
EH,faculty/eh2ef,Eric Herbst,1,Professor,College of Arts and Sciences,Department of Chemistry
EH,faculty/ebh3a,Evan Heald,1,Associate Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
EH,faculty/ep2v,Elisa Hampton,1,Assistant Professor,School of Medicine,Department of Pediatrics
EH,faculty/ebh3f,Elizabeth B Hall,1,Assistant Professor,College of Arts and Sciences,Department of French Language and Literatures
EJ,faculty/elj7t,Ervin Jordan,1,Associate Professor,University of Virginia Library,University of Virginia Library
EJ,faculty/ej8t,Einsley-Marie Janowski,1,Assistant Professor,School of Medicine,Department of Radiation Oncology
EK,faculty/ek6n,Eugene Kolomeisky,1,Associate Professor,College of Arts and Sciences,Department of Physics
EK,faculty/ewk,Edmund W. Kitch,1,Professor,School of Law,School of Law
EK,faculty/ehk2x,Elizabeth Hilary Kerner,1,"Director, Education Career Services",Curry School of Education,"Dean's Office, Curry School of Education"
EK,faculty/elk2j,Erin Keller,1,Instructor,School of Medicine,Department of Emergency Medicine
EK,faculty/ek7kn,Eugene Ke,1,Assistant Professor,School of Medicine,Department of Microbiology
EL,faculty/eal9x,Elizabeth Lyons,1,Associate Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
EL,faculty/el3z,Elena Loutskina,1,Professor,Darden School of Business,Darden Graduate School of Business
EL,faculty/el9r,Eric Loth,1,Professor,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
EL,faculty/el9q,Esther Lorenz,1,Assistant Professor,School of Architecture,"Dean's Office, School of Architecture"
EL,faculty/erl2z,Erik Linstrum,1,Associate Professor,College of Arts and Sciences,Department of History
EL,faculty/eml3jf,Eric E Leeper,1,Professor,College of Arts and Sciences,Department of Economics
EL,faculty/eml7f,Erin M. Lambert,1,Associate Professor,College of Arts and Sciences,Department of History
EM,faculty/emm8x,Edward M. Murphy,1,Professor,College of Arts and Sciences,Department of Astronomy
EM,faculty/ebs7m,Emily Moses,1,Assistant Professor,School of Medicine,Department of Pediatrics
EM,faculty/elm7a,Edith L. Morris,1,Lecturer,School of Law,School of Law
EM,faculty/emm4t,Eugene Mones,1,"Assistant Managing Editor, Senior Editor BUS/SAH-Archipedia",Provost's Office,University of Virginia Press
EM,faculty/emm6z,Emma M Mitchell,1,Associate Professor,School of Nursing,School of Nursing
EM,faculty/eam2n,Elizabeth A. Meyer,1,Professor,College of Arts and Sciences,Department of History
EM,faculty/ekm7a,Elizabeth K Meyer,1,Professor,School of Architecture,Department of Landscape Architecture
EM,faculty/eem2x,Eric E. Meier,1,Lecturer,McIntire School of Commerce,McIntire School of Commerce
EM,faculty/ejm5g,Emily Mead,1,Senior Researcher,Darden School of Business,Darden Graduate School of Business
EM,faculty/etr5m,Elizabeth T. McQuade,1,Assistant Professor,School of Medicine,PBHS Public Health Sciences Admin
EM,faculty/ekc5v,Emily Clarke McGowan,1,Assistant Professor,School of Medicine,"Department of Medicine, Allergy and Immunology"
EM,faculty/edm6k,Eugene McGahren,1,Professor,School of Medicine,Department of Surgery
EM,faculty/em5dq,Eric Martin,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
EM,faculty/ejm9k,Earl J. Mark,1,Associate Professor,School of Architecture,Department of Architecture
EM,faculty/em5yt,Enrica Marchi,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
EM,faculty/em5d,Ekaterina V. Makarova,1,Associate Professor,College of Arts and Sciences,Department of Sociology
EN,faculty/en4c,Ed Nordenschild,1,Associate Athletics Director for Strength and Conditioning,Athletics Department,Department of Athletics
EN,faculty/en3x,Edward C. Nemergut,1,Professor,School of Medicine,Department of Anesthesiology
EN,faculty/emn2j,Eric M. Negangard,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
EN,faculty/esn8n,Eric S. Nagy,1,Professor,College of Arts and Sciences,Mountain Lake Biological Station
EO,faculty/ewo5n,Elizabeth Whittenburg Ozment,1,Assistant Professor,College of Arts and Sciences,College of Arts and Sciences
EO,faculty/eko3q,Edwin Kwame Otu,1,Assistant Professor,College of Arts and Sciences,Institute of African-American and African Studies
EO,faculty/emo7bf,Elizabeth Orrico,1,Lecturer,School of Engineering and Applied Science,Department of Computer Science
EO,faculty/ejo8b,Eyleen Jorgelina O'Rourke,1,Assistant Professor,College of Arts and Sciences,Department of Biology
EO,faculty/ejo4n,Elizabeth J. Opila,1,Professor,School of Engineering and Applied Science,Department of Materials Science and Engineering
EO,faculty/eo9tv,Eric Oh,1,Assistant Professor,Provost's Office,PV-Biocomplexity Initiative
EO,faculty/eno6k,Emily Nicole Ogden,1,Associate Professor,College of Arts and Sciences,Department of English
EP,faculty/esp2s,Erin Putalik,1,Assistant Professor,School of Architecture,Department of Architecture
EP,faculty/eap5a,Elizabeth A. Powell,1,Maria and John Kluge Assoc Professor in Compassionate Care,Darden School of Business,Darden Graduate School of Business
EP,faculty/eap3a,Elisabeth Ann Pleszkoch,1,Assistant Professor,Curry School of Education,Curry School of Education
EP,faculty/ebp8n,Edward Perez-Reyes,1,Professor,School of Medicine,Department of Pharmacology
ER,faculty/ejf3u,Erica Rouch,1,Assistant Professor,Curry School of Education,Curry School of Education
ER,faculty/ear9w,Elisabeth Rogers,1,Associate Professor,School of Medicine,Department of Emergency Medicine
ER,faculty/elr2w,Elizabeth Roettger,1,Lecturer,School of Architecture,Department of Architecture
ER,faculty/ear5s,Elizabeth Robinson,1,Lecturer,Student Affairs,Elson Student Health Center
ER,faculty/ear4x,Elizabeth A. Roberts,1,Lecturer,College of Arts and Sciences,Department of Music
ER,faculty/edr6dz,Emily Richardson,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
ER,faculty/ecr2c,Ellen Catz Ramsey,1,Librarian,University of Virginia Library,University of Virginia Library
ER,faculty/emr6m,Eric Matthew Ramirez-Weaver,1,Associate Professor,College of Arts and Sciences,Department of Art
ES,faculty/es7yj,Edward Stelow,1,Professor,School of Medicine,Department of Pathology
ES,faculty/ejs9ea,Emily Jane Solari,1,Professor,Curry School of Education,Curry School of Education
ES,faculty/eds9g,Eric D. Smith,1,Associate Professor,UVA College at Wise,UVA College at Wise
ES,faculty/ers7g,Elizabeth R. Sharlow,1,Professor,School of Medicine,Department of Pharmacology
ES,faculty/es5mc,Evelyn Scott,1,Assistant Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
ES,faculty/ees2n,Emily E. Scida,1,Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
ES,faculty/eps5u,Elizabeth P. Schoyer,1,Assistant Professor,College of Arts and Sciences,Department of Art
ES,faculty/ecb7c,Elizabeth Schinstock,1,Assistant Professor of Pediatrics,School of Medicine,Department of Pediatrics
ES,faculty/egs6s,Ellen Satrom,1,"Editorial, Design, and Production Manager",Provost's Office,University of Virginia Press
ES,faculty/els3a,Elizabeth Samerdyke,1,Instructor,UVA College at Wise,UVA College at Wise
ES,faculty/ens,Ethan Saliba,1,Assistant Professor,Athletics Department,Department of Athletics
ET,faculty/eht5va,Elizabeth Hutton Turner,1,Professor,College of Arts and Sciences,Department of Art
ET,faculty/ent3c,Eric Turkheimer,1,Professor,College of Arts and Sciences,Department of Psychology
ET,faculty/ert4c,Elisa Trowbridge,1,Associate Professor,School of Medicine,Department of Obstetrics and Gynecology
ET,faculty/ewt3e,Elizabeth Taliaferro-Jones,1,Instructor,School of Nursing,School of Nursing
EV,faculty/ev4n,Eric Van Wincoop,1,Professor,College of Arts and Sciences,Department of Economics
EV,faculty/ev4a,Emiliana Versteeg,1,Professor,School of Law,School of Law
EV,faculty/erv5c,Elizabeth Varon,1,Professor,College of Arts and Sciences,Department of History
EW,faculty/ejw4x,Emily Wong,1,Assistant Professor,School of Medicine,Department of Pediatrics
EW,faculty/ew3p,Elizabeth Wittner,1,Academic Director &amp; ITA Prog Coordinator,Provost's Office,Summer Session Office
EW,faculty/evw2u,Eleanor V. Wilson,1,Associate Professor,Curry School of Education,Curry School of Education
EW,faculty/ew9y,Eli Williams,1,Associate Professor,School of Medicine,Department of Pathology
EW,faculty/enw2z,Elliott N. Weiss,1,Professor,Darden School of Business,Darden Graduate School of Business
EY,faculty/eyy3f,Edward Y. Yu,1,"Senior Director, Investment Banking Careers",Darden School of Business,Darden Graduate School of Business
EY,faculty/ey2d,Eric R. Young,1,Professor,College of Arts and Sciences,Department of Economics
EY,faculty/ey6n,Ethan Yale,1,Professor,School of Law,School of Law
EZ,faculty/ez8v,Eli R Zunder,1,Assistant Professor,School of Engineering and Applied Science,Department of Biomedical Engineering
FB,faculty/fmb5s,Ferial Maya Boutaghou,1,Associate Professor,College of Arts and Sciences,Department of French Language and Literatures
FB,faculty/fab7b,Fahad Ahmad Bishara,1,Associate Professor,College of Arts and Sciences,Department of History
FC,faculty/fc5b,Federico Cuatlacuatl,1,Assistant Professor,College of Arts and Sciences,Department of Art
FC,faculty/fc8rm,Felipe Correa,1,Professor,School of Architecture,Department of Architecture
FC,faculty/fc3p,Federico Ciliberto,1,Professor,College of Arts and Sciences,Department of Economics
FC,faculty/fc4j,Francesca Calamita,1,Assistant Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
FD,faculty/fwd3b,Frank DiPaola,1,Associate Professor,School of Medicine,Department of Pediatrics
FD,faculty/fhd,Frederick H. Damon,1,Professor,College of Arts and Sciences,Department of Anthropology
FE,faculty/fhe6b,Fred,0,Professor,School of Medicine,Department of Biomedical Engineering
FE,faculty/fe2gh,Firas El Chaer,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
FF,faculty/fmf2n,Francis M. Frey,1,Associate Professor,UVA College at Wise,UVA College at Wise
FF,faculty/ff6f,Francesca Fiorani,1,Professor,College of Arts and Sciences,Department of Art
FG,faculty/fwg7d,Frank Winston Gwathmey,1,Associate Professor,School of Medicine,Orthopaedic Surgery Sports Medicine Division
FG,faculty/fg5t,Fiona Greenland,1,Assistant Professor,College of Arts and Sciences,Department of Sociology
FG,faculty/fg6p,Felicia Gaskin,1,Professor,School of Medicine,Department of Psychiatry and NB Sciences
FG,faculty/fg5q,Francine Evalina Garrett-Bakelman,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
FH,faculty/frh8e,Fern R. Hauck,1,Professor,School of Medicine,Department of Family Medicine
FH,faculty/ffh8x,Farzad Farnoud Hassanzadeh,1,Assistant Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
FK,faculty/fk8u,Foteini Kondyli,1,Associate Professor,College of Arts and Sciences,Department of Art
FL,faculty/ftl4n,Filip T. Loncke,1,Professor,Curry School of Education,Curry School of Education
FM,faculty/fm4v,Frackson Mumba,1,Associate Professor,Curry School of Education,Curry School of Education
FM,faculty/fmm2z,Farzaneh M. Milani,1,Professor,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
FM,faculty/fhh3s,Frances McBride,1,Lecturer,School of Engineering and Applied Science,"Dean's Office, School of Eng and Applied Science"
FM,faculty/fem2x,Fred E. Maus,1,Associate Professor,College of Arts and Sciences,Department of Music
FM,faculty/fwm5f,Frank William Mauldin,1,Assistant Professor,School of Engineering and Applied Science,Department of Biomedical Engineering
FM,faculty/fm2v,Felicia C. Marston,1,Professor,McIntire School of Commerce,McIntire School of Commerce
FO,faculty/fo,Fernando Opere,1,Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
FR,faculty/fr3d,Fernando Ruiz,1,Assistant Professor,School of Medicine,Department of Pediatrics
FS,faculty/vcf7ch,Feng Su,1,Assistant Professor,School of Medicine,"Department of Medicine, Gastroenterology"
FS,faculty/fls3z,Frederick L. Smyth,1,Assistant Professor,College of Arts and Sciences,Department of Psychology
FS,faculty/fhs2g,Francis Shen,1,Professor,School of Medicine,Orthopaedic Surgery Spine Division
FS,faculty/fs7t,Frederick Schauer,1,Professor,School of Law,School of Law
FS,faculty/fls4f,Fariss Samarrai,1,Lecturer,President's Office,University Communications
FS,faculty/fs9cs,Felipe Saffie,1,Assistant Professor,Darden School of Business,Darden Graduate School of Business
FT,faculty/fet7q,Florence E. Turrentine,1,Associate Professor,School of Medicine,Department of Surgery
FV,faculty/fv7vh,Fernando Valverde Rodriguez,1,Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
FW,faculty/few9t,Francis E. Warnock,1,Professor,Darden School of Business,Darden Graduate School of Business
GA,faculty/ga6x,Gaurab Aryal,1,Assistant Professor,College of Arts and Sciences,Department of Economics
GA,faculty/gsa4q,George S. Allayannis,1,Professor,Darden School of Business,Darden Graduate School of Business
GA,faculty/ga8h,Gerard Alexander,1,Associate Professor,College of Arts and Sciences,Department of Politics
GA,faculty/gsa4a,Gabrielle S. Adams,1,Assistant Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
GB,faculty/glb2b,Glen L. Bull,1,Professor,Curry School of Education,Curry School of Education
GB,faculty/gsb4g,George S. Bloom,1,Professor,College of Arts and Sciences,Department of Biology
GB,faculty/gfb7c,Gary F. Banks,1,Lecturer,School of Law,School of Law
GB,faculty/gab4qu,Gary Andrew Ballinger,1,Professor,McIntire School of Commerce,McIntire School of Commerce
GC,faculty/glm5uh,Greg Medlock,1,Assistant Professor,School of Medicine,Department of Pediatrics
